"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"ORD-47","05/23/2024","05/26/2024","Standard Class","CUST-47","Customer 47","Consumer","United States","City47","State47","10047","Central","Office Supplies","Storage","1330254075","7","0.4","70327112995048542.5"
"ORD-48","10/14/2024","10/20/2024","Standard Class","CUST-48","Customer 48","Consumer","United States","City48","State48","10048","East","Office Supplies","Storage","786190463","9","0.2","8135328936745879.4"
"ORD-49","04/03/2024","04/04/2024","Standard Class","CUST-49","Customer 49","Consumer","United States","City49","State49","10049","West","Furniture","Furnishings","579481909","6","0","68640965827637658.95"
"ORD-50","11/18/2024","11/24/2024","Standard Class","CUST-50","Customer 50","Consumer","United States","City50","State50","10050","West","Technology","Phones","244680511","7","0.3","59377618977449098.4"
"ORD-51","04/08/2025","04/13/2025","Standard Class","CUST-51","Customer 51","Consumer","United States","City51","State51","10051","Central","Technology","Accessories","2072316988","6","0.3","233563348313147946.20"
"ORD-52","12/09/2024","12/14/2024","Standard Class","CUST-52","Customer 52","Consumer","United States","City52","State52","10052","East","Office Supplies","Envelopes","1317993982","4","0.2","270656411794516690.2"
"ORD-53","08/22/2025","08/24/2025","Standard Class","CUST-53","Customer 53","Consumer","United States","City53","State53","10053","Central","Technology","Accessories","59718104","4","0.5","2046212383855204.4"
"ORD-54","09/21/2025","09/24/2025","Standard Class","CUST-54","Customer 54","Consumer","United States","City54","State54","10054","East","Technology","Copiers","2092339162","6","0.4","159901442488877984.2"
"ORD-55","08/19/2024","08/20/2024","Standard Class","CUST-55","Customer 55","Consumer","United States","City55","State55","10055","South","Office Supplies","Envelopes","1770731872","5","0.2","500843405886641397.6"
"ORD-56","01/27/2025","01/31/2025","Standard Class","CUST-56","Customer 56","Consumer","United States","City56","State56","10056","East","Technology","Copiers","1550809633","8","0.1","108864985577924449.45"
"ORD-57","08/31/2024","09/06/2024","Standard Class","CUST-57","Customer 57","Consumer","United States","City57","State57","10057","East","Technology","Copiers","965938738","2","0.5","56700223292440241.10"
"ORD-58","09/02/2025","09/07/2025","Standard Class","CUST-58","Customer 58","Consumer","United States","City58","State58","10058","West","Furniture","Furnishings","260456964","8","0.2","81885145002476410.0"
"ORD-59","08/17/2024","08/21/2024","Standard Class","CUST-59","Customer 59","Consumer","United States","City59","State59","10059","Central","Furniture","Chairs","1377218167","3","0.5","407731101117148112.25"
"ORD-60","01/26/2024","01/28/2024","Standard Class","CUST-60","Customer 60","Consumer","United States","City60","State60","10060","West","Furniture","Furnishings","365976745","3","0.4","116470858361889061.0"
"ORD-61","01/08/2025","01/12/2025","Standard Class","CUST-61","Customer 61","Consumer","United States","City61","State61","10061","West","Technology","Phones","1013627386","9","0.4","155077384862404171.30"
"ORD-62","01/29/2024","02/03/2024","Standard Class","CUST-62","Customer 62","Consumer","United States","City62","State62","10062","East","Technology","Machines","1409237274","9","0","309350611468993571.70"
"ORD-63","02/21/2025","02/24/2025","Standard Class","CUST-63","Customer 63","Consumer","United States","City63","State63","10063","East","Technology","Machines","701406262","2","0","158340348626057565.2"
"ORD-64","05/17/2025","05/23/2025","Standard Class","CUST-64","Customer 64","Consumer","United States","City64","State64","10064","South","Office Supplies","Binders","967974729","8","0","272268107934149294.85"
"ORD-65","01/17/2025","01/19/2025","Standard Class","CUST-65","Customer 65","Consumer","United States","City65","State65","10065","South","Office Supplies","Storage","435424438","8","0.3","38217081243900770.90"
"ORD-66","03/24/2024","03/30/2024","Standard Class","CUST-66","Customer 66","Consumer","United States","City66","State66","10066","Central","Office Supplies","Storage","1950226085","2","0","391082510660948923.0"
"ORD-67","10/02/2024","10/03/2024","Standard Class","CUST-67","Customer 67","Consumer","United States","City67","State67","10067","South","Technology","Phones","454703663","8","0","4260996787831351.9"
"ORD-68","06/21/2024","06/25/2024","Standard Class","CUST-68","Customer 68","Consumer","United States","City68","State68","10068","Central","Technology","Copiers","1372903470","1","0.1","185854003301848035.50"
"ORD-69","06/24/2025","06/26/2025","Standard Class","CUST-69","Customer 69","Consumer","United States","City69","State69","10069","East","Furniture","Furnishings","444363081","7","0.5","79721591897504299.3"
"ORD-70","08/22/2025","08/24/2025","Standard Class","CUST-70","Customer 70","Consumer","United States","City70","State70","10070","Central","Technology","Machines","1304265389","4","0.2","164315531529114024.8"
"ORD-71","10/01/2024","10/06/2024","Standard Class","CUST-71","Customer 71","Consumer","United States","City71","State71","10071","West","Furniture","Bookcases","1240055333","2","0.4","134883870780603839.55"
"ORD-72","10/10/2025","10/13/2025","Standard Class","CUST-72","Customer 72","Consumer","United States","City72","State72","10072","West","Furniture","Chairs","1716395191","1","0","224789100200581238"
"ORD-73","08/22/2024","08/25/2024","Standard Class","CUST-73","Customer 73","Consumer","United States","City73","State73","10073","East","Furniture","Chairs","1075107593","6","0.1","265498614488350457.7"
"ORD-74","11/05/2024","11/08/2024","Standard Class","CUST-74","Customer 74","Consumer","United States","City74","State74","10074","West","Office Supplies","Envelopes","716651975","7","0.4","187672158932704331.25"
"ORD-75","09/25/2025","10/01/2025","Standard Class","CUST-75","Customer 75","Consumer","United States","City75","State75","10075","West","Office Supplies","Art","677320616","8","0.3","214981177682711065.60"
"ORD-76","07/23/2025","07/26/2025","Standard Class","CUST-76","Customer 76","Consumer","United States","City76","State76","10076","West","Furniture","Chairs","1359903375","2","0.3","395627669465605620.0"
"ORD-77","12/16/2024","12/20/2024","Standard Class","CUST-77","Customer 77","Consumer","United States","City77","State77","10077","Central","Furniture","Chairs","1281265072","4","0.1","281636323305851350"
"ORD-78","05/02/2024","05/04/2024","Standard Class","CUST-78","Customer 78","Consumer","United States","City78","State78","10078","East","Office Supplies","Envelopes","1558076777","3","0.2","246030884667540552.2"
"ORD-79","01/16/2025","01/17/2025","Standard Class","CUST-79","Customer 79","Consumer","United States","City79","State79","10079","South","Office Supplies","Paper","110545531","8","0.3","18276334604338852.4"
"ORD-80","02/05/2024","02/07/2024","Standard Class","CUST-80","Customer 80","Consumer","United States","City80","State80","10080","Central","Furniture","Tables","2132893050","4","0.3","200741933389727092.50"
"ORD-81","06/04/2024","06/05/2024","Standard Class","CUST-81","Customer 81","Consumer","United States","City81","State81","10081","South","Technology","Machines","1158953871","8","0.5","196315953237358487.2"
"ORD-82","06/07/2024","06/11/2024","Standard Class","CUST-82","Customer 82","Consumer","United States","City82","State82","10082","South","Technology","Copiers","1347541581","2","0.5","11995706542210521.4"
"ORD-83","06/29/2024","07/01/2024","Standard Class","CUST-83","Customer 83","Consumer","United States","City83","State83","10083","Central","Furniture","Furnishings","1483228928","8","0.1","459514345926302646.00"
"ORD-84","10/29/2024","11/04/2024","Standard Class","CUST-84","Customer 84","Consumer","United States","City84","State84","10084","Central","Technology","Accessories","515834835","6","0","128266310717916739.5"
"ORD-85","06/17/2024","06/21/2024","Standard Class","CUST-85","Customer 85","Consumer","United States","City85","State85","10085","West","Office Supplies","Art","576400471","6","0.4","169564480906894932.85"
"ORD-86","05/09/2024","05/10/2024","Standard Class","CUST-86","Customer 86","Consumer","United States","City86","State86","10086","East","Furniture","Bookcases","1369620550","7","0","392417049926841560.0"
"ORD-87","12/01/2024","12/02/2024","Standard Class","CUST-87","Customer 87","Consumer","United States","City87","State87","10087","South","Furniture","Bookcases","192246483","3","0.2","26411098890558955.45"
"ORD-88","06/11/2025","06/17/2025","Standard Class","CUST-88","Customer 88","Consumer","United States","City88","State88","10088","Central","Office Supplies","Paper","728302748","9","0.1","210121253630272483.2"
"ORD-89","06/11/2024","06/17/2024","Standard Class","CUST-89","Customer 89","Consumer","United States","City89","State89","10089","East","Furniture","Chairs","802904390","4","0.4","254267080267736854.50"
"ORD-90","04/28/2024","05/02/2024","Standard Class","CUST-90","Customer 90","Consumer","United States","City90","State90","10090","Central","Technology","Phones","74671675","7","0.1","7268943533908930.0"
"ORD-91","03/26/2024","03/28/2024","Standard Class","CUST-91","Customer 91","Consumer","United States","City91","State91","10091","East","Office Supplies","Envelopes","2040001565","5","0.3","509923773585222247.75"
"ORD-92","02/10/2025","02/14/2025","Standard Class","CUST-92","Customer 92","Consumer","United States","City92","State92","10092","West","Furniture","Tables","1045940263","9","0.2","135378098596787538.9"
"ORD-93","06/19/2024","06/25/2024","Standard Class","CUST-93","Customer 93","Consumer","United States","City93","State93","10093","Central","Office Supplies","Paper","868747941","3","0.5","164303524342903925.2"
"ORD-94","01/21/2024","01/24/2024","Standard Class","CUST-94","Customer 94","Consumer","United States","City94","State94","10094","South","Technology","Accessories","989955949","6","0.2","152145325442001922.05"
"ORD-95","02/27/2024","03/02/2024","Standard Class","CUST-95","Customer 95","Consumer","United States","City95","State95","10095","South","Technology","Copiers","1103025946","2","0.5","226802526469171435.8"
"ORD-96","04/25/2025","05/01/2025","Standard Class","CUST-96","Customer 96","Consumer","United States","City96","State96","10096","East","Furniture","Bookcases","859039197","2","0.4","263803391727249391.55"
"ORD-97","07/19/2024","07/25/2024","Standard Class","CUST-97","Customer 97","Consumer","United States","City97","State97","10097","Central","Technology","Accessories","933155938","3","0.4","219444559314012378.10"
"ORD-98","02/03/2025","02/07/2025","Standard Class","CUST-98","Customer 98","Consumer","United States","City98","State98","10098","Central","Furniture","Bookcases","1291625108","9","0.5","53908113007302564.20"
"ORD-99","06/24/2024","06/29/2024","Standard Class","CUST-99","Customer 99","Consumer","United States","City99","State99","10099","Central","Furniture","Furnishings","255097570","1","0","3416775934228748.0"
"ORD-100","11/27/2025","12/01/2025","Standard Class","CUST-100","Customer 100","Consumer","United States","City100","State100","10100","East","Technology","Copiers","258374367","6","0","31050192637238700.15"
"ORD-101","09/24/2025","09/29/2025","Standard Class","CUST-101","Customer 101","Consumer","United States","City101","State101","10101","West","Technology","Machines","1346295936","6","0.1","210724315419849724.40"
"ORD-102","05/31/2025","06/04/2025","Standard Class","CUST-102","Customer 102","Consumer","United States","City102","State102","10102","South","Technology","Copiers","929004147","4","0.1","85315662300023623.25"
"ORD-103","06/21/2025","06/22/2025","Standard Class","CUST-103","Customer 103","Consumer","United States","City103","State103","10103","Central","Technology","Machines","1152551516","3","0.4","137017743715849923.00"
"ORD-104","12/12/2024","12/16/2024","Standard Class","CUST-104","Customer 104","Consumer","United States","City104","State104","10104","East","Technology","Phones","1943860061","5","0.1","426071987818088294.55"
"ORD-105","05/22/2024","05/27/2024","Standard Class","CUST-105","Customer 105","Consumer","United States","City105","State105","10105","Central","Furniture","Furnishings","189391697","3","0","39427941649330984.75"
"ORD-106","08/04/2025","08/07/2025","Standard Class","CUST-106","Customer 106","Consumer","United States","City106","State106","10106","South","Office Supplies","Envelopes","1760659533","3","0.1","12257759206553381"
"ORD-107","03/09/2024","03/10/2024","Standard Class","CUST-107","Customer 107","Consumer","United States","City107","State107","10107","South","Furniture","Tables","129818867","1","0","30151556066174446.6"
"ORD-108","08/30/2024","09/04/2024","Standard Class","CUST-108","Customer 108","Consumer","United States","City108","State108","10108","West","Office Supplies","Storage","1093393156","3","0.5","155238156354181523.40"
"ORD-109","04/10/2024","04/15/2024","Standard Class","CUST-109","Customer 109","Consumer","United States","City109","State109","10109","South","Furniture","Bookcases","1259741297","7","0.4","172231976129856282.3"
"ORD-110","04/12/2024","04/18/2024","Standard Class","CUST-110","Customer 110","Consumer","United States","City110","State110","10110","Central","Furniture","Bookcases","1728748644","9","0.3","294151952393574852.60"
"ORD-111","11/28/2025","12/02/2025","Standard Class","CUST-111","Customer 111","Consumer","United States","City111","State111","10111","South","Office Supplies","Art","1327042358","3","0.3","395204587894337680.6"
"ORD-112","07/31/2025","08/03/2025","Standard Class","CUST-112","Customer 112","Consumer","United States","City112","State112","10112","West","Furniture","Chairs","687566971","9","0","213307748900586321.8"
"ORD-113","11/06/2025","11/11/2025","Standard Class","CUST-113","Customer 113","Consumer","United States","City113","State113","10113","Central","Technology","Machines","651259145","3","0.1","75094573138321732.5"
"ORD-114","11/15/2025","11/16/2025","Standard Class","CUST-114","Customer 114","Consumer","United States","City114","State114","10114","East","Office Supplies","Envelopes","1474159949","5","0.4","13236492427482605.55"
"ORD-115","06/04/2025","06/10/2025","Standard Class","CUST-115","Customer 115","Consumer","United States","City115","State115","10115","South","Office Supplies","Art","1646052516","4","0.4","434710653369916479.80"
"ORD-116","08/13/2025","08/18/2025","Standard Class","CUST-116","Customer 116","Consumer","United States","City116","State116","10116","West","Technology","Accessories","1991551523","7","0.3","401544822164181392.35"
"ORD-117","09/16/2025","09/17/2025","Standard Class","CUST-117","Customer 117","Consumer","United States","City117","State117","10117","South","Furniture","Furnishings","2000336096","2","0","406421195693634827.20"
"ORD-118","03/13/2025","03/16/2025","Standard Class","CUST-118","Customer 118","Consumer","United States","City118","State118","10118","South","Office Supplies","Envelopes","545326378","4","0.5","174668131388019977.70"
"ORD-119","10/02/2024","10/07/2024","Standard Class","CUST-119","Customer 119","Consumer","United States","City119","State119","10119","East","Technology","Machines","841854397","6","0.5","203874140794956611.1"
"ORD-120","06/07/2025","06/12/2025","Standard Class","CUST-120","Customer 120","Consumer","United States","City120","State120","10120","South","Furniture","Tables","1747506945","5","0.5","150057643551808730.5"
"ORD-121","05/07/2024","05/12/2024","Standard Class","CUST-121","Customer 121","Consumer","United States","City121","State121","10121","Central","Furniture","Tables","1895347262","1","0","192091205177073131.50"
"ORD-122","04/23/2024","04/26/2024","Standard Class","CUST-122","Customer 122","Consumer","United States","City122","State122","10122","South","Furniture","Furnishings","2090131555","3","0","459545084050686471.5"
"ORD-123","11/11/2025","11/17/2025","Standard Class","CUST-123","Customer 123","Consumer","United States","City123","State123","10123","Central","Furniture","Chairs","2139887869","3","0.5","521798962826822255.1"
"ORD-124","09/01/2024","09/07/2024","Standard Class","CUST-124","Customer 124","Consumer","United States","City124","State124","10124","South","Office Supplies","Art","1970626326","8","0","479648510918315490.90"
"ORD-125","08/31/2025","09/04/2025","Standard Class","CUST-125","Customer 125","Consumer","United States","City125","State125","10125","East","Technology","Accessories","201273045","6","0.3","3148662500659917.0"
"ORD-126","02/20/2025","02/23/2025","Standard Class","CUST-126","Customer 126","Consumer","United States","City126","State126","10126","East","Office Supplies","Envelopes","396964288","4","0.5","20358571655956436.4"
"ORD-127","07/06/2024","07/10/2024","Standard Class","CUST-127","Customer 127","Consumer","United States","City127","State127","10127","Central","Furniture","Tables","324584905","5","0.1","33575400823129490.5"
"ORD-128","08/11/2025","08/16/2025","Standard Class","CUST-128","Customer 128","Consumer","United States","City128","State128","10128","West","Technology","Accessories","782594633","1","0.3","248508725093327610.85"
"ORD-129","05/17/2024","05/18/2024","Standard Class","CUST-129","Customer 129","Consumer","United States","City129","State129","10129","South","Furniture","Bookcases","344661673","8","0","109411156339261163.15"
"ORD-130","09/23/2025","09/26/2025","Standard Class","CUST-130","Customer 130","Consumer","United States","City130","State130","10130","Central","Furniture","Tables","169233909","9","0.4","52483405357634927.3"
"ORD-131","02/22/2025","02/27/2025","Standard Class","CUST-131","Customer 131","Consumer","United States","City131","State131","10131","South","Technology","Machines","2018628232","1","0.4","34031435965843202.80"
"ORD-132","03/03/2025","03/08/2025","Standard Class","CUST-132","Customer 132","Consumer","United States","City132","State132","10132","Central","Technology","Machines","1920077173","5","0.4","174669415435609310.2"
"ORD-133","07/16/2025","07/22/2025","Standard Class","CUST-133","Customer 133","Consumer","United States","City133","State133","10133","West","Furniture","Bookcases","395534350","5","0.3","69558254491096595.0"
"ORD-134","08/07/2024","08/13/2024","Standard Class","CUST-134","Customer 134","Consumer","United States","City134","State134","10134","West","Technology","Copiers","1980430296","6","0.4","609982276073314457.6"
"ORD-135","10/31/2024","11/02/2024","Standard Class","CUST-135","Customer 135","Consumer","United States","City135","State135","10135","West","Office Supplies","Envelopes","739910117","2","0.2","83614195224326150.6"
"ORD-136","04/19/2024","04/20/2024","Standard Class","CUST-136","Customer 136","Consumer","United States","City136","State136","10136","West","Technology","Accessories","1936598562","5","0","379213866286567036.2"
"ORD-137","10/19/2024","10/21/2024","Standard Class","CUST-137","Customer 137","Consumer","United States","City137","State137","10137","Central","Furniture","Furnishings","324444768","9","0.4","51852045555489104.00"
"ORD-138","12/01/2024","12/03/2024","Standard Class","CUST-138","Customer 138","Consumer","United States","City138","State138","10138","Central","Technology","Machines","745039411","6","0","138122038240260810.35"
"ORD-139","03/17/2024","03/23/2024","Standard Class","CUST-139","Customer 139","Consumer","United States","City139","State139","10139","Central","Technology","Copiers","55539710","8","0.5","8245961701910376.50"
"ORD-140","09/16/2024","09/18/2024","Standard Class","CUST-140","Customer 140","Consumer","United States","City140","State140","10140","South","Furniture","Tables","1063512873","2","0.1","128553569102258118.35"
"ORD-141","06/23/2025","06/29/2025","Standard Class","CUST-141","Customer 141","Consumer","United States","City141","State141","10141","South","Technology","Accessories","631294740","2","0.4","193684922715220556.0"
"ORD-142","08/07/2025","08/08/2025","Standard Class","CUST-142","Customer 142","Consumer","United States","City142","State142","10142","East","Office Supplies","Art","384523732","6","0.3","47189105787575864.60"
"ORD-143","05/24/2025","05/25/2025","Standard Class","CUST-143","Customer 143","Consumer","United States","City143","State143","10143","East","Furniture","Furnishings","1430798670","5","0","390614393805410943.0"
"ORD-144","07/12/2024","07/16/2024","Standard Class","CUST-144","Customer 144","Consumer","United States","City144","State144","10144","Central","Office Supplies","Envelopes","179737914","5","0.1","16873011259670165.0"
"ORD-145","05/09/2024","05/12/2024","Standard Class","CUST-145","Customer 145","Consumer","United States","City145","State145","10145","South","Office Supplies","Binders","282645410","4","0.1","16113334736630950.50"
"ORD-146","01/06/2025","01/12/2025","Standard Class","CUST-146","Customer 146","Consumer","United States","City146","State146","10146","East","Office Supplies","Binders","399453764","6","0.3","120849461551191726.4"
"ORD-147","08/18/2024","08/19/2024","Standard Class","CUST-147","Customer 147","Consumer","United States","City147","State147","10147","South","Office Supplies","Storage","604904143","8","0.1","100977292329978970.6"
"ORD-148","06/18/2025","06/19/2025","Standard Class","CUST-148","Customer 148","Consumer","United States","City148","State148","10148","Central","Furniture","Chairs","2112126093","5","0.3","187446315121876888.8"
"ORD-149","05/24/2024","05/29/2024","Standard Class","CUST-149","Customer 149","Consumer","United States","City149","State149","10149","East","Furniture","Furnishings","1919526745","4","0.5","229293653253706293.0"
"ORD-150","11/23/2024","11/28/2024","Standard Class","CUST-150","Customer 150","Consumer","United States","City150","State150","10150","Central","Office Supplies","Binders","1209040372","8","0","170641474432895819.00"
"ORD-151","11/05/2024","11/06/2024","Standard Class","CUST-151","Customer 151","Consumer","United States","City151","State151","10151","West","Furniture","Furnishings","143419796","7","0.2","31185599450454431.6"
"ORD-152","05/19/2025","05/25/2025","Standard Class","CUST-152","Customer 152","Consumer","United States","City152","State152","10152","South","Office Supplies","Paper","910544704","6","0.4","139321853031818948.8"
"ORD-153","03/18/2024","03/21/2024","Standard Class","CUST-153","Customer 153","Consumer","United States","City153","State153","10153","Central","Technology","Phones","1331213890","8","0.4","263673807691783243.0"
"ORD-154","08/18/2025","08/23/2025","Standard Class","CUST-154","Customer 154","Consumer","United States","City154","State154","10154","West","Furniture","Bookcases","58828321","5","0","6602232880750505.15"
"ORD-155","06/03/2025","06/04/2025","Standard Class","CUST-155","Customer 155","Consumer","United States","City155","State155","10155","Central","Office Supplies","Art","755810220","3","0.2","62017796050819402.0"
"ORD-156","06/06/2025","06/10/2025","Standard Class","CUST-156","Customer 156","Consumer","United States","City156","State156","10156","South","Technology","Machines","2139505055","3","0.4","499749016415418773.25"
